data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
2419775,120,CAO328,328,9-Nov-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,1,Agence France Presse,International,"Boko Haram fighters attacked six communities in northern Cameroon almost simultaneously using armored personnel carriers, including Fotokol, Kolofata and Talamade. The other locations were not reported. At least 3 civilians were killed in the attacks at Fotokol and the village chief of Talamade is killed. Cameroonian military sources have claimed 187 Boko Haram fighters were killed during the attacks by military forces.",31,1546559439,CMR
2419776,120,CAO329,329,9-Nov-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Diamare,Maroua 2,Maroua,10.5909,14.3159,3,Agence France Presse,International,"Boko Haram fighters attacked six communities in northern Cameroon almost simultaneously using armored personnel carriers, including Fotokol, Kolofata and Talamade. The other locations were not reported. At least 3 civilians were killed in the attacks at Fotokol and the village chief of Talamade is killed. Cameroonian military sources have claimed 187 Boko Haram fighters were killed during the attacks by military forces.",94,1546559439,CMR
2419777,120,CAO330,330,9-Nov-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Talamade,11.2839,14.0211,1,Agence France Presse,International,"Boko Haram fighters attacked six communities in northern Cameroon almost simultaneously using armored personnel carriers, including Fotokol, Kolofata and Talamade. The other locations were not reported. At least 3 civilians were killed in the attacks at Fotokol and the village chief of Talamade is killed. Cameroonian military sources have claimed 187 Boko Haram fighters were killed during the attacks by military forces.",31,1546559439,CMR
2419793,120,CAO326,326,8-Nov-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Mora,11.0485,14.1476,1,Agence France Presse,International,"Suspected members of Islamist extremist group Boko Haram attacked a border town in Cameroon on Saturday, leading to six hours of fighting that killed a soldier and several insurgents, authorities said.",4,1546559439,CMR
2420968,566,NIG6632,6632,5-Nov-14,2014,1,Battle-Non-state actor overtakes territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Abadam,,Bisagana,13.6738,13.3357,1,Vanguard (Lagos),Subnational,"Boko Haram clashed with military forces in Malam Fatori (Bisagana), causing 21 civilian bystander deaths. It was later reported Boko Haram had taken over the village.",21,1546559440,NGA
2420737,566,NIG6628,6628,4-Nov-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Gombe,Funakaye,,Ashaka,10.8334,11.5118,1,Vanguard (Lagos),Subnational,"Boko Haram attacks the headquarters of a French-owned cement company, steals money, trucks and dynamite. The attackers killed five soldiers at a checkpoint, as well as four civilians.",9,1546559440,NGA
2420754,566,NIG6620,6620,4-Nov-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),Police Forces of Nigeria (1999-2015),1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Gombe,Nafada,,Nafada,11.0956,11.3327,1,The Sun (Nigeria),National,"Suspected Boko Haram gunmen carrying grenade launchers attacked the security services in Nafada. The attack in Gombe state came just after midday and began with a gunfight at a military checkpoint on the outskirts of Nafada town, causalities not known.",0,1546559440,NGA
2420782,566,NIG6611,6611,2-Nov-14,2014,1,Battle-No change of territory,Police Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Kogi,Kogi,,Koton Karifi,8.1,6.8,1,Vanguard (Lagos),Subnational,"Boko Haram attacks a prison in Koton Karifi, overpowers security forces and frees 145 inmates. Two deaths reported, both security forces. Several fugitives were recovered by police in the following days.",2,1546559440,NGA
2422044,566,NIG6603,6603,31-Oct-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),BVYG: Borno Vigilance Youths Group,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Biu,,Gur,10.7781,12.2315,1,Nigerian Tribune,National,"Military forces and the ""Civilian JTF"" kill 41 members of Boko Haram in a gun battle in Gur. One members of Boko Haram was captured alive. Following the battle soldiers severed the heads of the deceased Boko Haram combatants.",41,1546559441,NGA
2420805,566,NIG6592,6592,29-Oct-14,2014,1,Battle-Non-state actor overtakes territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Adamawa,Mubi North,,Mubi,10.2676,13.2644,1,Daily Trust (Abuja),Subnational,"Boko Haram fighters launched a major attack in Adamawa State, capturing the commercial town of Mubi, where they killed many people (later reported as 200 dead over two days) and released inmates from a prison. Many military forces had fled the area prior to the attack, leaving only a few, who were quickly overrun. Causality specifics not known. Boko Haram militants have also hoisted the sects flag and imposed a curfew in Mubi.",100,1546559440,NGA
2420825,566,NIG6591,6591,28-Oct-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Mubi North,,Mubi,10.2676,13.2644,1,The Guardian (Lagos),Subnational,"Boko Haram launches a large attack over two days on Mubi, eventually killing 200+ and taking over the village on the second day.",100,1546559440,NGA
2419991,120,CAO318,318,24-Oct-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Fotokol,12.3731,14.2277,2,Agence France Presse,International,"12 Boko Haram fighters, 4 Nigerian civilians and 1 Cameroonian soldier were killed during an attack by Boko Haram on the village of Glawi near Fotokol, in the Far North, and a subsequent pursuit of Boko Haram forces carried out by Cameroonian soldiers which followed the militants to the border.",17,1546559439,CMR
2419992,120,CAO319,319,24-Oct-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,1,Agence France Presse; Xinhua News,International,"Around the same time as a separate attack, 2 groups of Boko Haram fighters attempted to attack the villages of Limani and Amchide but were intercepted. 5 Boko Haram vehicles were destroyed and 27 Boko Haram fighters killed. 8 Cameroonian soldiers were killed and 11 others injured.",17,1546559439,CMR
2419993,120,CAO320,320,24-Oct-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Limani,11.2331,14.1711,1,Agence France Presse; Xinhua News,International,"Around the same time as a separate attack, 2 groups of Boko Haram fighters attempted to attack the villages of Limani and Amchide but were intercepted. 5 Boko Haram vehicles were destroyed and 27 Boko Haram fighters killed. 8 Cameroonian soldiers were killed and 11 others injured.",18,1546559439,CMR
2416173,566,NIG6561,6561,21-Oct-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Damboa,Damboa Central,Damboa,11.156,12.7576,2,Premium Times (Abuja),Subnational,"Boko Haram attacked a group of military forces travelling along the Maiduguri-Biu highway, not far from Damboa. One soldier reported dead. The attack is believed to be a retaliation for an earlier attack in Damboa.",1,1546559435,NGA
2416233,566,NIG6555,6555,19-Oct-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Damboa,Damboa Central,Damboa,11.156,12.7576,1,Leadership (Abuja),Subnational,"At least 25 members of the Boko Haram sect died in a shoot-out with soldiers at Damboa town in Borno State [northeastern Nigeria] on Sunday evening [19 October] as the insurgents attacked the area, breaking a reported ceasefire.",25,1546559435,NGA
2420114,120,CAO316,316,16-Oct-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,1,Agence France Presse,International,The Cameroonian government said that its army killed 107 Boko Haram fighters and lost 8 of its own soldiers during fighting between Oct.15-16 in Amchide and Limani. 30 civilians were also killed by Boko Haram fighters before the army arrived.,29,1546559439,CMR
2420115,120,CAO317,317,16-Oct-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Limani,11.2331,14.1711,1,Agence France Presse,International,The Cameroonian government said that its army killed 107 Boko Haram fighters and lost 8 of its own soldiers during fighting between Oct.15-16 in Amchide and Limani. 30 civilians were also killed by Boko Haram fighters before the army arrived.,28,1546559439,CMR
2420134,120,CAO312,312,15-Oct-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,1,Agence France Presse,International,The Cameroonian government said that its army killed 107 Boko Haram fighters and lost 8 of its own soldiers during fighting between Oct.15-16 in Amchide and Limani. 30 civilians were also killed by Boko Haram fighters before the army arrived.,29,1546559439,CMR
2420135,120,CAO313,313,15-Oct-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Limani,11.2331,14.1711,1,Agence France Presse,International,The Cameroonian government said that its army killed 107 Boko Haram fighters and lost 8 of its own soldiers during fighting between Oct.15-16 in Amchide and Limani. 30 civilians were also killed by Boko Haram fighters before the army arrived.,29,1546559439,CMR
2489422,562,NIR331,331,10-Oct-14,2014,1,Battle-No change of territory,Military Forces of France,Military Forces of Niger (2011-),8,AQIM: Al Qaeda in the Islamic Maghreb,,2,28,Western Africa,Niger,Agadez,Tchirozerine,ZR Tchirozerine,Agadez,16.97,7.99,2,Agence France Presse; BBC News; Radio France Internationale,International,"The French military used jets to destroyed part of an AQIM convoy transporting weapons from Libya to Mali in cooperation with Nigerien authorities. They then landed special forces who killed/captured 15 AQIM militants. Large amounts of weapons were captured, and some were killed, wounded or captured, but no specific numbers were reported.",10,1546559507,NER
2402087,566,NIG6515,6515,8-Oct-14,2014,2,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Guzamala,,Bulabulin,12.6611,13.2795,1,Daily Independent (Lagos),Subnational,"Military forces engaged Boko Haram at in Bulabulin Ngaura village ""last week"" (report dated 12/10) reporting ""huge successes."" A ""competent source"" reports a high number of causalities on behalf of Boko Haram.",10,1546559421,NGA
2419672,566,NIG6508,6508,6-Oct-14,2014,1,Battle-Government regains territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Michika,Michika 1,Michika,10.6159,13.3849,1,Daily Independent (Lagos),Subnational,"Military forces attack and liberate Michika and Gulak, both under Boko Haram control since 07/09. 22 reported deaths between the two villages. Once liberated, military forces reported that several churches had been destroyed in the two towns while the town was in Boko Haram control.",11,1546559439,NGA
2407965,566,NIG6507,6507,6-Oct-14,2014,1,Battle-Government regains territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Madagali,Gulak,Gulak,10.7994,13.4622,1,Daily Independent (Lagos),Subnational,"Military forces attack and liberate Michika and Gulak, both under Boko Haram control since 07/09. 22 reported deaths between the two villages.",11,1546559427,NGA
2404891,566,NIG6505,6505,6-Oct-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Adamawa,Michika,Bazza Margi,Bazza,10.5662,13.3198,2,Sahara Reporters,Regional,"Boko Haram fighters killed at least 70 soldiers in a fierce battle between they and Nigerian troops for control of the towns of Bazza and Vimtim in Adamawa State. Nigerian forces report they have killed more than 300 Boko Haram fighters during the battle, though this number was not confirmed at the time of the report. It is not clear if military forces gained control of the village at the end of the fighting, though it was learned that many of the towns churches were destroyed during the time of Boko Haram control.",370,1546559424,NGA
2422008,566,NIG6476,6476,25-Sep-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Hawul,,Shindifu,10.4991,12.3572,1,Vanguard (Lagos),Subnational,"Some suspected members of the Boko Haram sect attacked Shaffa and Shindiffu villages killing a pastor and a teacher at Government Girls Secondary School Shaffa as well as 18 others, mostly Christians. The group also burned several churches in the two day attack. Following their attack on Shindiffu, military forces caught up with the attackers, killing most of them, numbers unknown.",10,1546559441,NGA
2417159,566,NIG6472,6472,25-Sep-14,2014,2,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Konduga,Konduga,Konduga,11.6558,13.4213,1,The Nation (Nigeria),National,More than 40 Boko Haram insurgents have been killed in three locations of Borno State in battles with military forces. Eleven soldiers were also reportedly killed in the battles. Date(s) vague - the source claims the clashes occurred between 25/09 and 26/09.,17,1546559436,NGA
2416242,566,NIG6471,6471,25-Sep-14,2014,2,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Damboa,Damboa Central,Damboa,11.156,12.7576,1,The Nation (Nigeria),National,More than 40 Boko Haram insurgents have been killed in three locations of Borno State in battles with military forces. Eleven soldiers were also reportedly killed in the battles. Date(s) vague - the source claims the clashes occurred between 25/09 and 26/09.,17,1546559435,NGA
2417399,566,NIG6470,6470,25-Sep-14,2014,2,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Kaga,Benisheikh,Benisheikh,11.8072,12.4909,1,The Nation (Nigeria),National,More than 40 Boko Haram insurgents have been killed in three locations of Borno State in battles with military forces. Eleven soldiers were also reportedly killed in the battles. Date(s) vague - the source claims the clashes occurred between 25/09 and 26/09.,17,1546559436,NGA
2420439,120,CAO305,305,21-Sep-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Police Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mokolo,Tourou,10.937,13.7176,1,Anadolu Agency,International,At least 20 people (19 civilians and 1 policeman) were killed by Boko Haram militants on an attack on a village market in Tourou.,1,1546559439,CMR
2426710,566,NIG6453,6453,20-Sep-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Kaga,Mainok,Mainok,11.8288,12.6345,1,Agence France Presse,International,"Fighters from Boko Haram stormed the northeastern town of Mainok, attacking civilians, sparking a gun battle that killed at least 36 people and continued into the following day. Among the dead were civilians.",12,1546559446,NGA
2426879,566,NIG6450,6450,19-Sep-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Kaga,Mainok,Mainok,11.8288,12.6345,1,Agence France Presse,International,"Fighters from Boko Haram stormed the northeastern town of Mainok, attacking civilians, sparking a gun battle that killed at least 36 people and continued into the following day. Among the dead were civilians.",24,1546559446,NGA
2420463,120,CAO301,301,18-Sep-14,2014,1,Battle-No change of territory,Military Forces of Cameroon (1982-),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Mora,11.0485,14.1476,1,Agence France Presse,International,"Following an attack on Ashigashiya, Boko Haram fighters and Cameroonian soldiers clashed. 2 Boko Haram fighters were killed and 1 Cameroonian soldier was injured.",2,1546559439,CMR
2489993,562,NIR330,330,17-Sep-14,2014,1,Battle-No change of territory,GMA: Mourabitounes Group of Azawad,,2,Military Forces of France,,8,28,Western Africa,Niger,Agadez,Bilma,Bilma,Salvador,23.2307,12.1468,2,Radio France Internationale,International,"French special forces carried out a raid on a GMA convoy, striking 1 vehicle from the air and killing 3 occupants, then landing special forces and capturing multiple militants, including Abu Asum al-Muhajir, the spokesperson for GMA.",3,1546559508,NER
2416798,566,NIG6443,6443,17-Sep-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Kaga,Ngamdu,Ngamdu,11.7652,12.2605,1,Leadership (Abuja),Subnational,"Boko Haram attempts to take over the Kano-Maiduguri highway in Ngamdu, and are dramatically pushed back by military forces who report to have killed 150 or more in the ensuing battle.",150,1546559436,NGA
2417500,566,NIG6440,6440,17-Sep-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Konduga,Konduga,Konduga,11.6558,13.4213,1,Daily Trust (Abuja),Subnational,"Following an extensive battle the previous day, Boko Haram again returns to Konduga (presumably to retrieve their dead) and is engaged into another battle. Sixty reported Boko Haram deaths, military forces wound and kill a notable commander, later revealed to be Abubakar Shekau, though Shekau may have been captured in nearby Benisheikh. A matter of dispute: some believe this may have been a been a body double. It was gathered that when the militants discovered that Konduga was a no go area, they headed to nearby Benisheikh and laid ambush for troops on patrol duties.",60,1546559436,NGA
2418284,566,NIG6437,6437,17-Sep-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Kaga,Benisheikh,Benisheikh,11.8072,12.4909,1,Xinhua,International,"Military forces fight through a Boko Haram ambush, capture a senior leader, identity unknown. One soldier was reported dead after the battle.",1,1546559437,NGA
2420929,566,NIG6435,6435,16-Sep-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Michika,Michika 1,Michika,10.6159,13.3849,1,Leadership (Abuja),Subnational,Two Boko Haram commanders and 15 of their fighters are killed in a pair of clashes with military forces in Baaza and Michika.,9,1546559440,NGA
2417619,566,NIG6434,6434,16-Sep-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Konduga,Konduga,Konduga,11.6558,13.4213,1,Leadership (Abuja),Subnational,"Boko Haram again attempts to overtake Konduga. Military forces retaliate, killing an estimated 100. The battle is believed to have lasted over twelve hours.",100,1546559436,NGA
2405524,566,NIG6433,6433,16-Sep-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Michika,Bazza Margi,Bazza,10.5662,13.3198,1,Leadership (Abuja),Subnational,Two Boko Haram commanders and 15 of their fighters are killed in a pair of clashs with military forces in Baaza and Michika.,8,1546559424,NGA
2417620,566,NIG6423,6423,12-Sep-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Konduga,Konduga,Konduga,11.6558,13.4213,1,Leadership (Abuja),Subnational,"Boko Haram launches a ""massive"" attack on Konduga, 35km from Maiduguri, causing a three-hour battle with military forces. Reports indicate Boko Haram suffered heavy causalities before fleeing. Military forces captured several pieces of heavy equipment and weapons from the attackers. Xinhua places the death number of Boko Haram at 100, others place it as high as 120. Later reports suggest the causality total with as high as 250, with four injured military. A air force jet was downed during the operation - the pilot was later captured by Boko Haram, who nearly a month later released a video of his beheading.",200,1546559436,NGA
2417661,566,NIG6422,6422,12-Sep-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Konduga,Konduga,Konduga,11.6558,13.4213,1,Leadership (Abuja),Subnational,"Boko Haram launches a ""massive"" attack on Konduga, 35km from Maiduguri, causing a three-hour battle with military forces. Reports indicate Boko Haram suffered heavy causalities before fleeing. Military forces captured several pieces of heavy equipment and weapons from the attackers. Xinhua places the death number of Boko Haram at 100, others place it as high as 120. Later reports suggest the casuality total with as high as 250, with four injured military. A air force jet was downed during the operation - the fate of the pilot is not known.",200,1546559437,NGA
2421514,566,NIG6417,6417,10-Sep-14,2014,2,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,23,Western Africa,Nigeria,Adamawa,Madagali,Madagali,Madagali,10.8864,13.63,2,This Day (Lagos),Subnational,No fewer than 75 members of Boko Haram have reportedly been killed by local hunters in Michika and Madagali local government areas of Adamawa state. Date(s) unknown.,38,1546559440,NGA
2420942,566,NIG6418,6418,10-Sep-14,2014,2,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,23,Western Africa,Nigeria,Adamawa,Michika,Michika 1,Michika,10.6159,13.3849,2,This Day (Lagos),Subnational,No fewer than 75 members of Boko Haram have reportedly been killed by local hunters in Michika and Madagali local government areas of Adamawa state. Date(s) unknown.,37,1546559440,NGA
2420954,566,NIG6405,6405,8-Sep-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Michika,Michika 1,Michika,10.6159,13.3849,1,The Guardian (Lagos),Subnational,"Following an assault on Michika by Boko Haram, military forces launch a campaign to liberate the city, which included an air assault. During the battle, one known causality of note was the son of a former politician, all totalling 24. Boko Haram causalities not known - the fighting was reported as ""fierce."" As a result of the attack, the army has moved sensitive weapons from Mubi. Despite an early report the military had retaken the city, it was later learned Boko Haram maintained control of the area.",24,1546559440,NGA
2421409,566,NIG6402,6402,7-Sep-14,2014,2,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Adamawa,Mubi North,,Mubi,10.2676,13.2644,1,This Day (Lagos),Subnational,"""Fierce"" fighting between Boko Haram and military forces in Mubi. ""Scores"" of [Boko Haram] killed in the fighting, soldiers reported injuries. Exact date is not known.",20,1546559440,NGA
2434926,566,NIG6401,6401,7-Sep-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Biu,Buratai,Buratai,10.9048,12.0886,1,This Day (Lagos),Subnational,Twenty members of Boko Haram are killed (some sources claim 21) in an attempt to overtake Buratai and target a military commander. The attack took place during the morning hours. A school building was also razed.,20,1546559454,NGA
2403451,566,NIG6389,6389,6-Sep-14,2014,1,Battle-No change of territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Konduga,,Kawuri,11.5796,13.5867,1,Daily Independent (Lagos),Subnational,"Military forces launched an attack on Boko Haram in Kawuri, killing 50 of its members. The attack was pre-emptive, as information was gathered that Boko Haram was planning an attack on nearby Konduga. Following the operation soldiers went on patrols in Konduga.",50,1546559422,NGA
2420640,120,CAO298,298,6-Sep-14,2014,1,Battle-No change of territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Fotokol,12.3731,14.2277,1,Agence France Presse; Radio France Internationale; Associated Press,International,"Cameroonian military sources report that they have killed over 100 Boko Haram fighters during a raid across the border into Fotokol from Gamboru-Ngala, including shelling by Boko Haram fighters. Cameroonian forces responded with ""intense gunfire"", and with the assistance of mortar fire, pushed Boko Haram forces out of Gamboru-Ngala on the Nigerian side of the border.",100,1546559440,CMR
2421566,566,NIG6369,6369,1-Sep-14,2014,1,Battle-No change of territory,Police Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Bauchi,Toro,,Gumau,10.2541,9.0125,1,Nigeria Guardian,National,Suspected Boko Haram gunmen attack and kill two police at Magama Gumau station in Toro LGA.,2,1546559440,NGA
2416150,566,NIG6372,6372,1-Sep-14,2014,1,Battle-Non-state actor overtakes territory,Military Forces of Nigeria (1999-2015),,1,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Bama,Goniri,Bama,11.5221,13.6856,1,Leadership (Abuja),Subnational,"Boko Haram members reportedly took over Bama town - the second largest town in the state - and hoisted the sects flag, following a gun battle between they and Nigerian soldiers. ""Scores"" killed before soldiers fled the city alongside civilians - thousands displaced. Military sources who spoke to journalists in Maiduguri said the soldiers were able to kill about 70 of the militants and injure about 30 others. Some reports have the death total as high as 130. The number of soldiers and civilians killed are not known. Despite several sources reporting the fall a Bama to Boko Haram, Xinhua and This Day (Lagos) reports the military repelled the attack, the latter describing the battle as Boko Harams ""Waterloo."" It is possible Boko Haram retreated, regrouped, and attacked again. A military airstrike was involved in the battle.",70,1546559435,NGA
